,PERMNO,Names Date,Standard Industrial Classification Code,Ticker Symbol,Company Name,Price or Bid/Ask Average,Returns,Returns without Dividends,Return on the S&P 500 Index,subset
24,10107,20140131,7370,MSFT,MICROSOFT CORP,37.84,0.011494,0.011494,-0.035583,False
25,10107,20140228,7370,MSFT,MICROSOFT CORP,38.31,0.01982,0.012421,0.043117,False
26,10107,20140331,7370,MSFT,MICROSOFT CORP,40.99,0.069956,0.069956,0.006932,False
27,10107,20140430,7370,MSFT,MICROSOFT CORP,40.4,-0.014394,-0.014394,0.006201,False
28,10107,20140530,7370,MSFT,MICROSOFT CORP,40.94,0.020297,0.013366,0.02103,False
29,10107,20140630,7370,MSFT,MICROSOFT CORP,41.7,0.018564,0.018564,0.019058,False
30,10107,20140731,7370,MSFT,MICROSOFT CORP,43.16,0.035012,0.035012,-0.01508,False
31,10107,20140829,7370,MSFT,MICROSOFT CORP,45.43,0.059082,0.052595,0.037655,False
32,10107,20140930,7370,MSFT,MICROSOFT CORP,46.36,0.020471,0.020471,-0.015514,False
33,10107,20141031,7370,MSFT,MICROSOFT CORP,46.95,0.012726,0.012726,0.023201,False
34,10107,20141128,7370,MSFT,MICROSOFT CORP,47.81,0.02492,0.018317,0.024534,False
35,10107,20141231,7370,MSFT,MICROSOFT CORP,46.45,-0.028446,-0.028446,-0.004189,False
36,10107,20150130,7370,MSFT,MICROSOFT CORP,40.4,-0.130248,-0.130248,-0.031041,False
37,10107,20150227,7370,MSFT,MICROSOFT CORP,43.85,0.093069,0.085396,0.054893,False
38,10107,20150331,7370,MSFT,MICROSOFT CORP,40.655,-0.072862,-0.072862,-0.017396,False
39,10107,20150430,7370,MSFT,MICROSOFT CORP,48.64,0.196409,0.196409,0.008521,False
40,10107,20150529,7370,MSFT,MICROSOFT CORP,46.86,-0.030222,-0.036595,0.010491,False
41,10107,20150630,7370,MSFT,MICROSOFT CORP,44.15,-0.057832,-0.057832,-0.021012,False
42,10107,20150731,7370,MSFT,MICROSOFT CORP,46.7,0.057758,0.057758,0.019742,False
43,10107,20150831,7370,MSFT,MICROSOFT CORP,43.52,-0.061456,-0.068094,-0.062581,False
44,10107,20150930,7370,MSFT,MICROSOFT CORP,44.26,0.017004,0.017004,-0.026443,False
45,10107,20151030,7370,MSFT,MICROSOFT CORP,52.64,0.189336,0.189336,0.082983,False
46,10107,20151130,7370,MSFT,MICROSOFT CORP,54.35,0.039324,0.032485,0.000505,False
47,10107,20151231,7370,MSFT,MICROSOFT CORP,55.48,0.020791,0.020791,-0.01753,False
48,10107,20160129,7370,MSFT,MICROSOFT CORP,55.09,-0.00703,-0.00703,-0.050735,False
49,10107,20160229,7370,MSFT,MICROSOFT CORP,50.88,-0.069886,-0.07642,-0.004128,False
50,10107,20160331,7370,MSFT,MICROSOFT CORP,55.23,0.085495,0.085495,0.065991,False
